dt.gps.time,Observer.Sample.ID,GPS,Observer,Avistaje.ID,dt-time,Date,Month,Year,Time,Ranging.Meters,Ranging.Deg,Ranging.Pt.of.Ref,AVG.Error,Activity,Immediate.Spread,Overall.Spread,Immediate.Subgroup.Composition,Additional.Group.Members,Group,Subgroup,Notes,utm_x,utm_y,x_disp,y_disp,Adj_x,Adj_y,Average_x,Average_y,Final_x,Final_y,second_x,second_y
05/13/15 GPS PP10 16:15,OS22052,GPS PP10,KE,AV30090,5/13/2015 16:15,5/13/2015,May,2015,16:15,NA,,GPS PP10 16:15,5,MOVING/FORAGING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372806.0648,9929741.999,,,,,372800.1537,9929759.049,372800.1537,9929759.049,,
05/13/15 GPS PP10 16:30,OS22052,GPS PP10,KE,AV30090,5/13/2015 16:30,5/13/2015,May,2015,16:30,NA,,GPS PP10 16:30,5,FORAGING/MOVING/,<100/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372848.0428,9929717.244,,,,,,,372848.0428,9929717.244,372742.2823,9929835.662
05/13/15 GPS PP10 16:45,OS22052,GPS PP10,KE,AV30090,5/13/2015 16:45,5/13/2015,May,2015,16:45,NA,,GPS PP10 16:45,5,FORAGING/,<100/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372904.9195,9929720.761,,,,,372860.8657,9929707.13,372860.8657,9929707.13,,
05/13/15 GPS PP10 17:00,OS22052,GPS PP10,KE,AV30090,5/13/2015 17:00,5/13/2015,May,2015,17:00,NA,,GPS PP10 17:00,5,RESTING/SOCIALIZING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372920.0107,9929715.385,,,,,372862.4782,9929708.205,372862.4782,9929708.205,,
05/13/15 GPS PP10 17:15,OS22052,GPS PP10,KE,AV30090,5/13/2015 17:15,5/13/2015,May,2015,17:15,NA,,LL-15-078,,FORAGING/RESTING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372901.8933,9929745.466,,,,,372865.0855,9929727.035,372865.0855,9929727.035,,
05/13/15 GPS PP10 17:30,OS22052,GPS PP10,KE,AV30090,5/13/2015 17:30,5/13/2015,May,2015,17:30,NA,,LL-15-078,,FORAGING/RESTING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372904.7566,9929733.369,,,,,372867.1472,9929721.446,372867.1472,9929721.446,,
05/13/15 GPS PP10 17:45,OS22052,GPS PP10,KE,AV30090,5/13/2015 17:45,5/13/2015,May,2015,17:45,NA,,LL-15-078,,RESTING/FORAGING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372901.3255,9929739.571,,,,,372865.0395,9929721.581,372865.0395,9929721.581,,
05/13/15 GPS PP10 18:00,OS22052,GPS PP10,KE,AV30090,5/13/2015 18:00,5/13/2015,May,2015,18:00,NA,,LL-15-078,,RESTING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372900.9556,9929738.749,,,,,372865.1192,9929724.197,372865.1192,9929724.197,,
05/14/15 GPS PP10 6:15,OS22053,GPS PP10,KE,AV30093,5/14/2015 6:15,5/14/2015,May,2015,6:15,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/,,G/,Y/,THOUGHT WE SAW A BIGGER MALE LIKE GAEL SIZE,372900.6195,9929747.487,,,,,,,372900.6195,9929747.487,,
05/14/15 GPS PP10 6:30,OS22053,GPS PP10,KE,AV30093,5/14/2015 6:30,5/14/2015,May,2015,6:30,NA,,LL-15-078,,FORAGING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,,372912.8899,9929744.471,,,,,372906.9003,9929746.3,372906.9003,9929746.3,,
05/14/15 GPS PP10 6:45,OS22053,GPS PP10,KE,AV30090,5/14/2015 6:45,5/14/2015,May,2015,6:45,NA,,LL-15-078,,FORAGING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,,372903.6391,9929745.792,,,,,372880.1816,9929735.65,372880.1816,9929735.65,,
05/14/15 GPS PP10 7:00,OS22053,GPS PP10,KE,AV30093,5/14/2015 7:00,5/14/2015,May,2015,7:00,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,HARD RAIN,372901.4396,9929751.369,,,,,372880.9036,9929736.427,372880.9036,9929736.427,,
05/14/15 GPS PP10 7:15,OS22053,GPS PP10,KE,AV30093,5/14/2015 7:15,5/14/2015,May,2015,7:15,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,HARD RAIN,372906.1677,9929750.214,,,,,372877.7031,9929734.802,372877.7031,9929734.802,,
05/14/15 GPS PP10 7:30,OS22053,GPS PP10,KE,AV30090,5/14/2015 7:30,5/14/2015,May,2015,7:30,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,HARD RAIN,372913.3358,9929746.031,,,,,372880.3278,9929735.609,372880.3278,9929735.609,,
05/14/15 GPS PP10 7:45,OS22053,GPS PP10,KE,AV30093,5/14/2015 7:45,5/14/2015,May,2015,7:45,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,HARD RAIN,372902.9891,9929746.487,,,,,372879.6035,9929735.457,372879.6035,9929735.457,,
05/14/15 GPS PP10 8:00,OS22053,GPS PP10,KE,AV30093,5/14/2015 8:00,5/14/2015,May,2015,8:00,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,HARD RAIN,372915.8333,9929743.118,,,,,372885.6691,9929737.225,372885.6691,9929737.225,,
05/14/15 GPS PP10 8:15,OS22053,GPS PP10,KE,AV30090,5/14/2015 8:15,5/14/2015,May,2015,8:15,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,HARD RAIN,372917.1638,9929751.491,,,,,372889.7302,9929739.682,372889.7302,9929739.682,,
05/14/15 GPS PP10 8:30,OS22053,GPS PP10,KE,AV30093,5/14/2015 8:30,5/14/2015,May,2015,8:30,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,HARD RAIN,372923.1219,9929756.399,,,,,372885.9893,9929739.72,372885.9893,9929739.72,,
05/14/15 GPS PP10 8:45,OS22053,GPS PP10,KE,AV30093,5/14/2015 8:45,5/14/2015,May,2015,8:45,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,HARD RAIN,372903.9876,9929737.917,,,,,372881.2634,9929735.005,372881.2634,9929735.005,,
05/14/15 GPS PP10 9:00,OS22053,GPS PP10,KE,AV30093,5/14/2015 9:00,5/14/2015,May,2015,9:00,NA,,LL-15-078,,RESTING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,,372879.2777,9929681.682,,,,,372870.9871,9929719.088,372870.9871,9929719.088,,
05/14/15 GPS PP10 9:15,OS22053,GPS PP10,KE,AV30090,5/14/2015 9:15,5/14/2015,May,2015,9:15,NA,,LL-15-078,,FORAGING/MOVING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,,372925.0099,9929760.895,,,,,372891.7085,9929743.044,372891.7085,9929743.044,,
05/14/15 GPS PP10 9:30,OS22053,GPS PP10,KE,AV30093,5/14/2015 9:30,5/14/2015,May,2015,9:30,NA,,LL-15-078,,FORAGING/MOVING/,<50/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,A MALE LEFT THE TREE AT 9:27…MAYBE LEFT SINCE WE NEVER SAW GOODWIN AFTER THE MORNING RAIN,372912.2728,9929744.074,,,,,372913.2611,9929739.978,372913.2611,9929739.978,,
05/14/15 GPS PP10 9:45,OS22053,GPS PP10,KE,AV30093,5/14/2015 9:45,5/14/2015,May,2015,9:45,NA,,LL-15-078,,FORAGING/MOVING/,<50/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,,372905.9037,9929734.473,,,,,372916.0938,9929736.81,372916.0938,9929736.81,,
05/14/15 GPS PP10 10:00,OS22053,GPS PP10,KE,AV30093,5/14/2015 10:00,5/14/2015,May,2015,10:00,NA,,GPS PP10 9:45,7,MOVING/FORAGING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,,372968.4644,9929724.199,,,,,372975.9158,9929728.078,372975.9158,9929728.078,,
05/14/15 GPS PP10 10:15,OS22053,GPS PP10,KE,AV30093,5/14/2015 10:15,5/14/2015,May,2015,10:15,NA,,LL-15-077,,FORAGING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,,373003.5281,9929764.739,,,,,373003.5905,9929739.31,373003.5905,9929739.31,,
05/14/15 GPS PP10 10:30,OS22053,GPS PP10,KE,AV30090,5/14/2015 10:30,5/14/2015,May,2015,10:30,NA,,LL-15-077,,FORAGING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,,373005.4148,9929760.761,,,,,373008.3906,9929746.107,373008.3906,9929746.107,,
05/14/15 GPS PP10 10:45,OS22053,GPS PP10,KE,AV30093,5/14/2015 10:45,5/14/2015,May,2015,10:45,NA,,GPS PP10 10:45,6,FORAGING/MOVING/,<75/,,GRY/GIP/GAE/GDW/GDV/GOO/GMM/GNS/GAL/GSP/GOR/GUS/GRE/GRM/GIS/GIG/GNG/,,G/,Y/,THEY DITCHED US OVER MURCIELAGO STREAM AND IT KEPT RAINING SO WE CALLED IT A DAY,373019.0715,9929753.251,,,,,373027.7419,9929755.429,373027.7419,9929755.429,,
05/15/15 GPS PP10 7:00,OS22054,GPS PP10,KE,AV30095,5/15/2015 7:00,5/15/2015,May,2015,7:00,NA,,GPS PP10 7:00,6,RESTING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,NEED TO GET COMP FROM KELLEY AND BEKAH,372678.6262,9930252.033,,,,,372676.8785,9930287.696,372676.8785,9930287.696,,
05/15/15 GPS PP10 7:15,OS22054,GPS PP10,KE,AV30095,5/15/2015 7:15,5/15/2015,May,2015,7:15,NA,,GPS PP10 7:00,6,RESTING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372674.8881,9930254.551,,,,,372675.4888,9930320.405,372675.4888,9930320.405,,
05/15/15 GPS PP10 7:30,OS22054,GPS PP10,KE,AV30095,5/15/2015 7:30,5/15/2015,May,2015,7:30,NA,,GPS PP10 7:00,6,RESTING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372682.1756,9930259.024,,,,,372703.4995,9930335.443,372703.4995,9930335.443,,
05/15/15 GPS PP10 7:45,OS22054,GPS PP10,KE,AV30095,5/15/2015 7:45,5/15/2015,May,2015,7:45,NA,,GPS PP10 7:00,6,FORAGING/RESTING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372679.1798,9930258.438,,,,,372680.9424,9930312.036,372680.9424,9930312.036,,
05/15/15 GPS PP10 8:00,OS22054,GPS PP10,KE,AV30095,5/15/2015 8:00,5/15/2015,May,2015,8:00,NA,,GPS PP10 8:00,5,FORAGING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372690.9464,9930255.764,,,,,372673.5517,9930309.697,372673.5517,9930309.697,,
05/15/15 GPS PP10 8:15,OS22054,GPS PP10,KE,AV30095,5/15/2015 8:15,5/15/2015,May,2015,8:15,NA,,GPS PP10 8:15,7,FORAGING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372687.3727,9930231.95,,,,,372677.4888,9930292.273,372677.4888,9930292.273,,
05/15/15 GPS PP10 8:30,OS22054,GPS PP10,KE,AV30095,5/15/2015 8:30,5/15/2015,May,2015,8:30,NA,,GPS PP10 8:30,6,FORAGING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372691.66,9930227.743,,,,,372683.7069,9930275.86,372683.7069,9930275.86,,
05/15/15 GPS PP10 8:45,OS22054,GPS PP10,KE,AV30095,5/15/2015 8:45,5/15/2015,May,2015,8:45,NA,,GPS PP10 8:45,9,FORAGING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372693.5782,9930250.254,,,,,372687.956,9930284.619,372687.956,9930284.619,,
05/15/15 GPS PP10 9:00,OS22054,GPS PP10,KE,AV30095,5/15/2015 9:00,5/15/2015,May,2015,9:00,NA,,GPS PP10 9:00,8,FORAGING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372650.3631,9930216.632,,,,,372684.4877,9930258.478,372684.4877,9930258.478,,
05/15/15 GPS PP10 9:15,OS22054,GPS PP10,KE,AV30095,5/15/2015 9:15,5/15/2015,May,2015,9:15,NA,,GPS PP10 9:15,6,MOVING/FORAGING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372662.5214,9930172.269,,,,,372700.8823,9930212.413,372700.8823,9930212.413,,
05/15/15 GPS PP10 9:30,OS22054,GPS PP10,KE,AV30095,5/15/2015 9:30,5/15/2015,May,2015,9:30,NA,,GPS PP10 9:30,4,FORAGING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372696.1299,9930177.626,,,,,372723.3349,9930173.438,372723.3349,9930173.438,,
05/15/15 GPS PP10 9:45,OS22054,GPS PP10,KE,AV30095,5/15/2015 9:45,5/15/2015,May,2015,9:45,NA,,GPS PP10 9:45,5,FORAGING/RESTING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,MIGHT BE OVER 75?,372698.5529,9930167.091,,,,,372728.3034,9930164.484,372728.3034,9930164.484,,
05/15/15 GPS PP10 10:00,OS22054,GPS PP10,KE,AV30095,5/15/2015 10:00,5/15/2015,May,2015,10:00,NA,,GPS PP10 10:00,6,FORAGING/RESTING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372699.1016,9930167.761,,,,,372734.4933,9930164.275,372734.4933,9930164.275,,
05/15/15 GPS PP10 10:15,OS22054,GPS PP10,KE,AV30095,5/15/2015 10:15,5/15/2015,May,2015,10:15,NA,,GPS PP10 10:01,7,FORAGING/MOVING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372708.1972,9930186.684,,,,,372711.7771,9930205.049,372711.7771,9930205.049,,
05/15/15 GPS PP10 10:30,OS22054,GPS PP10,KE,AV30095,5/15/2015 10:30,5/15/2015,May,2015,10:30,NA,,GPS PP10 10:30,5,MOVING/,<100/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,"MINE ARE MOVING SOUTH WHILE KELLEY'S AND BEKAHS CONTINUED WEST, NEED OT LOOK AT MAPS TO SEE IF THEY SPLIT OVER 100 OR NOT",372686.391,9930185.786,,,,,372666.4656,9930194.819,372666.4656,9930194.819,,
05/15/15 GPS PP10 10:45,OS22054,GPS PP10,KE,AV30095,5/15/2015 10:45,5/15/2015,May,2015,10:45,NA,,GPS PP10 10:45,5,MOVING/,<25/,<150/,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,"MINE ARE MOVING SOUTH WHILE KELLEY'S AND BEKAHS CONTINUED WEST, NEED OT LOOK AT MAPS TO SEE IF THEY SPLIT OVER 100 OR NOT; CALLIOPE GISELLA GIGI GITA GINO GABBY",372623.4458,9930042.879,,,,,,,372623.4458,9930042.879,372531.9348,9930181.683
05/15/15 GPS PP10 11:00,OS22054,GPS PP10,KE,AV30095,5/15/2015 11:00,5/15/2015,May,2015,11:00,NA,,GPS PP10 11:00,5,MOVING/FORAGING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372511.9968,9930012.477,,,,,372521.197,9930046.747,372521.197,9930046.747,,
05/15/15 GPS PP10 11:15,OS22054,GPS PP10,KE,AV30095,5/15/2015 11:15,5/15/2015,May,2015,11:15,NA,,GPS PP10 11:15,6,MOVING/FORAGING/,<75/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372450.3473,9930028.467,,,,,372459.0493,9930043.445,372459.0493,9930043.445,,
05/15/15 GPS PP10 11:30,OS22054,GPS PP10,KE,AV30095,5/15/2015 11:30,5/15/2015,May,2015,11:30,NA,,GPS PP10 11:30,5,MOVING/,<150/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,"found another cluster of monkeys with grayson a little bit ahead, calliope might be here but couldn't see her…DEF HAD AF WITH VERY LONG CLITORIS LIGHT PINK SMALL JM2, JF3, TWO AFDS WITH I2S",372410.2096,9929949.769,,,,,372409.6856,9929972.992,372409.6856,9929972.992,,
05/15/15 GPS PP10 11:45,OS22054,GPS PP10,KE,AV30095,5/15/2015 11:45,5/15/2015,May,2015,11:45,NA,,CHORONGO 375,NR/,MOVING/,<150/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,NOT SURE IF THIS JF3 IS GEM OR THE BIGGER ONE I DIDN'T MENTION IT,372300.6521,9929879.658,,,,,372342.3526,9929928.108,372342.3526,9929928.108,,
05/15/15 GPS PP10 12:00,OS22054,GPS PP10,KE,AV30095,5/15/2015 12:00,5/15/2015,May,2015,12:00,NA,,GPS PP10 12:00,9,MOVING/,<150/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372286.8537,9929790.568,,,,,372327.3129,9929822.064,372327.3129,9929822.064,,
05/15/15 GPS PP10 12:15,OS22054,GPS PP10,KE,AV30095,5/15/2015 12:15,5/15/2015,May,2015,12:15,NA,,GPS PP10 12:15,8,MOVING/FORAGING/,<150/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,,372305.7303,9929779.548,,,,,372303.9178,9929775.727,372303.9178,9929775.727,,
05/15/15 GPS PP10 12:30,OS22054,GPS PP10,KE,AV30095,5/15/2015 12:30,5/15/2015,May,2015,12:30,NA,,GPS PP10 12:30,NR/,MOVING/,<150/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,"THINK ONE OF THE AFDS WITH IM2/SMALL JM1 IS GODIVA AND GOOSE, CLITORIS LOOKED MORE LIKE GODIVAS",372309.1408,9929725.787,,,,,372292.4698,9929725.924,372292.4698,9929725.924,,
05/15/15 GPS PP10 12:45,OS22054,GPS PP10,KE,AV30095,5/15/2015 12:45,5/15/2015,May,2015,12:45,NA,,GPS PP10 12:45,8,MOVING/FORAGING/,<200/,,CLP/GLO/GIS/GIG/GNG/GAE/GMM/GNS/GDV/GOO/GRE/GRM/GEM/GRY/GAL/GSP/GUS/GOR/GIT/GNO/GAB/,,G/,Y/,GIPMUNK JUST SHOWED UP AND I FINALLY FOUND MY FOCAL AGAIN!,372219.7375,9929744.942,,,,,372228.9692,9929698.779,372228.9692,9929698.779,,
05/15/15 GPS PP10 13:00,OS22054,GPS PP10,KE,AV30095,5/15/2015 13:00,5/15/2015,May,2015,13:00,NA,,GPS PP10 13:00,6,MOVING/FORAGING/,<25/,<150/,GIP/CLP/GIS/GIG/GIN/GMM/GNS/SF/,CLP/GLO/GIS/GIG/GMM/GNS/GDV/GOO/GEM/GAL/GSP/SF/GRY/GAE/GIP/,G/,Y/,I HAVE GIP/CLP/AFD/IF2/GUS/ NOT SURE IF THERE ARE INDIVIDUALS IN BETWEEN US,372098.9446,9929798.401,,,,,,,372098.9446,9929798.401,,
05/15/15 GPS PP13 13:00,OS22441,GPS PP13,KS,AV30688,5/15/2015 13:00,5/15/2015,May,2015,13:00,NA,,GPS PP13 13:00,,MOVING/,<200/,<200/,GRY/GAE/GUS/GAL/GSP/GIT/GNO/GAB/GNG/GRE/GRM/,,G/,Y/,GIP AT 12:49,372229.925,9929698.54,,,,,,,372229.925,9929698.54,,
05/15/15 GPS PP10 13:15,OS22054,GPS PP10,KE,AV30095,5/15/2015 13:15,5/15/2015,May,2015,13:15,NA,,LL-15-079,,FORAGING/,<50/,<150/,GIP/CLP/GIS/GIG/GIN/GMM/GNS/SF/,CLP/GIS/GIG/AFD/IM2/GDV/GOO/GEM/GAL/GSP/SF/GRY/GAE/GIP/,G/,Y/,,372068.3184,9929826.155,,,,,,,372068.3184,9929826.155,,
05/15/15 GPS PP13 13:15,OS22441,GPS PP13,KS,AV30688,5/15/2015 13:15,5/15/2015,May,2015,13:15,NA,,GPS PP13 13:15,,MOVING/FORAGING/,<200/,<200/,GRY/GAE/GUS/GAL/GSP/GIT/GNO/GAB/GNG/GRE/GRM/,,G/,Y/,,372169.4396,9929653.492,,,,,,,372169.4396,9929653.492,,
05/15/15 GPS PP10 13:30,OS22054,GPS PP10,KE,AV30095,5/15/2015 13:30,5/15/2015,May,2015,13:30,NA,,LL-15-079,,FORAGING/,<50/,<200/,CLP/GMM/GNS/GEM/GIN/SF/,,G/,Y/,JM3 LOOKS MORE LIKE GIN THEN GUS,372065.6708,9929825.467,,,,,,,372065.6708,9929825.467,,
05/15/15 GPS PP13 13:30,OS22441,GPS PP13,KS,AV30688,5/15/2015 13:30,5/15/2015,May,2015,13:30,NA,,GPS PP13 13:30,8,RESTING/,,,GRY/GAE/GUS/GAL/GSP/GIT/GNO/GAB/GNG/GRE/GRM/,,G/,Y/,MOM OF THE LARGER MORE INDEPENDENT IM2/JM1 HAS DEPIGMENTED AREA ON RIGHT SIDE OF LABIA?,372125.1104,9929589.232,,,,,,,372125.1104,9929589.232,,
05/15/15 GPS PP10 13:45,OS22054,GPS PP10,KE,AV30095,5/15/2015 13:45,5/15/2015,May,2015,13:45,NA,,GPS PP10 13:45,4,MOVING/,<50/,<200/,CLP/GMM/GNS/GEM/GIN/SF/,,G/,Y/,,372060.6166,9929817.656,,,,,,,372060.6166,9929817.656,,
05/15/15 GPS PP13 13:45,OS22441,GPS PP13,KS,AV30688,5/15/2015 13:45,5/15/2015,May,2015,13:45,NA,,GPS PP13 13:45,6,SOCIALIZING/RESTING/FORAGING/,<300/,<300/,GRY/GAE/GUS/GAL/GSP/GIT/GNO/GAB/GNG/GRE/GRM/,,G/,Y/,,372131.1193,9929575.699,,,,,,,372131.1193,9929575.699,,
05/15/15 GPS PP10 14:00,OS22054,GPS PP10,KE,AV30095,5/15/2015 14:00,5/15/2015,May,2015,14:00,NA,,GPS PP10 14:00,6,MOVING/,<75/,<200/,CLP/GMM/GNS/GEM/GIN/SF/,,G/,Y/,,371994.6988,9929724.965,,,,,,,371994.6988,9929724.965,,
